name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Ceti Chasma,Ceti Chasma,1985/01/01,"From albedo feature at 10S, 74W.",49.773000000000003,291.628300000000024,-5.027800000000000,"Chasma, chasmata",CM,Adopted by IAU,291.225399999999979,292.031700000000001,-5.219400000000000,-4.879400000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/1114,-68.3717000,-5.0278000
Baetis Mensa,Baetis Mensa,1985/01/01,"From albedo feature at 7S, 63W.",181.102000000000004,287.547900000000027,-5.166300000000000,"Mensa, mensae",MN,Adopted by IAU,286.961200000000019,288.275399999999991,-6.717200000000000,-3.816500000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/552,-72.4521000,-5.1663000
Candor Mensa,Candor Mensa,1982/01/01,Classical albedo feature.,116.563999999999993,286.477899999999977,-6.264300000000000,"Mensa, mensae",MN,Adopted by IAU,285.631599999999992,286.915900000000022,-7.274000000000000,-5.327300000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/1002,-73.5221000,-6.2643000
Ganges Cavus,Ganges Cavus,2006/01/01,Classical albedo feature name.,43.106200000000001,308.553699999999992,-10.091699999999999,"Cavus, cavi",CB,Adopted by IAU,308.178099999999972,308.908900000000017,-10.393200000000000,-9.823900000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2095,-51.4463000,-10.0917000
Zephyria Mensae,Zephyria Mensae,1985/01/01,Albedo feature name.,333.605000000000018,171.981899999999996,-11.623900000000001,"Mensa, mensae",MN,Adopted by IAU,169.226699999999994,174.401499999999999,-14.378800000000000,-8.836399999999999,Latin,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/6720,171.9819000,-11.6239000
Ultima Lingula,Ultima Lingula,2006/01/01,Classical albedo feature name.,551.280999999999949,142.562800000000010,-76.321899999999999,"Lingula, lingulae",LN,Adopted by IAU,130.535799999999995,157.368300000000005,-80.909700000000001,-71.695099999999996,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/6203,142.5628000,-76.3219000
Eos Chaos,Eos Chaos,1982/01/01,"Greek name of Aurora; albedo feature.",497.848999999999990,313.478000000000009,-16.818300000000001,"Chaos, chaoses",CH,Adopted by IAU,309.031999999999982,317.644900000000007,-19.077700000000000,-15.144100000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/1809,-46.5220000,-16.8183000
Felis Dorsa,Felis Dorsa,1976/01/01,Classical albedo feature name.,244.000000000000000,294.100000000000023,-21.865200000000002,"Dorsum, dorsa",DO,Adopted by IAU,289.246199999999988,299.185600000000022,-28.162700000000001,-14.283799999999999,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/1933,-65.9000000,-21.8652000
Ganges Mensa,Ganges Mensa,2006/01/01,Classical albedo feature name.,135.901999999999987,311.246899999999982,-7.225200000000000,"Mensa, mensae",MN,Adopted by IAU,309.991300000000024,312.556800000000010,-7.824500000000000,-6.573300000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2097,-48.7531000,-7.2252000
Melas Dorsa,Melas Dorsa,1976/01/01,Classical albedo feature name.,486.810000000000002,287.903999999999996,-18.918700000000001,"Dorsum, dorsa",DO,Adopted by IAU,285.519200000000012,290.141300000000001,-23.022900000000000,-14.811999999999999,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/3813,-72.0960000,-18.9187000
Sinai Dorsa,Sinai Dorsa,1988/01/01,Classical albedo feature name.,456.538999999999987,281.075499999999977,-12.771500000000000,"Dorsum, dorsa",DO,Adopted by IAU,277.109699999999975,285.026200000000017,-15.167700000000000,-10.206200000000001,Egypt,Africa,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/5547,-78.9245000,-12.7715000
Anseris Mons,Anseris Mons,1991/01/01,From albedo feature Anseris Fons.,52.513800000000003,86.652500000000003,-29.805000000000000,"Mons, montes",MO,Adopted by IAU,86.142300000000006,87.180000000000007,-30.155100000000001,-29.486100000000000,Latin,Europe,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/288,86.6525000,-29.8050000
Melas Fossae,Melas Fossae,1985/01/01,Classical albedo feature name.,568.181000000000040,288.478000000000009,-26.283000000000001,"Fossa, fossae",FO,Adopted by IAU,282.645699999999977,291.006899999999973,-30.559000000000001,-21.427499999999998,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/3814,-71.5220000,-26.2830000
Melas Labes,Melas Labes,1985/01/01,"From albedo feature at 10S, 74W.",107.239000000000004,288.296400000000006,-8.531800000000000,"Labes, labēs",LA,Adopted by IAU,287.667500000000018,288.962300000000027,-9.442800000000000,-7.628600000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/3815,-71.7036000,-8.5318000
Hebes Mensa,Hebes Mensa,1982/01/01,"Classical albedo feature; name of goddess of youth.",112.459000000000003,283.223799999999983,-1.015400000000000,"Mensa, mensae",MN,Adopted by IAU,282.241600000000005,284.269799999999975,-1.412000000000000,-0.649000000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2403,-76.7762000,-1.0154000
Nectaris Fossae,Nectaris Fossae,1985/01/01,Classical albedo feature name.,623.072000000000003,302.843200000000024,-23.085000000000001,"Fossa, fossae",FO,Adopted by IAU,300.110400000000027,304.199799999999982,-28.803000000000001,-16.937500000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4184,-57.1568000,-23.0850000
Geryon Montes,Geryon Montes,1982/01/01,Classical albedo feature.,377.827999999999975,278.383699999999976,-7.723500000000000,"Mons, montes",MO,Adopted by IAU,275.186199999999985,281.497500000000002,-8.498699999999999,-7.172000000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2151,-81.6163000,-7.7235000
Gigas Fossae,Gigas Fossae,1988/01/01,Albedo feature name.,190.000000000000000,230.436100000000010,3.550800000000000,"Fossa, fossae",FO,Adopted by IAU,229.571599999999989,231.537900000000008,2.328000000000000,4.863200000000000,Roman,Europe,Tharsis,mc09,http://planetarynames.wr.usgs.gov/Feature/2157,-129.5639000,3.5508000
Hebes Chasma,Hebes Chasma,1973/01/01,Classical albedo feature name.,316.740000000000009,283.940999999999974,-1.074500000000000,"Chasma, chasmata",CM,Adopted by IAU,281.388599999999997,286.698300000000017,-2.166200000000000,0.146600000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2402,-76.0590000,-1.0745000
Ganges Chaos,Ganges Chaos,2006/01/01,Classical albedo feature name.,113.733999999999995,313.959900000000005,-9.761100000000001,"Chaos, chaoses",CH,Adopted by IAU,313.183400000000006,314.566700000000026,-10.733499999999999,-8.802300000000002,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/14169,-46.0401000,-9.7611000
Hydrae Chasma,Hydrae Chasma,1985/01/01,Classical albedo feature name.,55.175400000000003,297.992999999999995,-6.750700000000000,"Chasma, chasmata",CM,Adopted by IAU,297.535900000000026,298.466600000000028,-7.216300000000000,-6.310600000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2604,-62.0070000,-6.7507000
Ius Labes,Ius Labes,1988/01/01,Classical albedo feature name.,61.180599999999998,281.537500000000023,-7.473600000000000,"Labes, labēs",LA,Adopted by IAU,281.018300000000011,282.056699999999978,-7.792200000000000,-7.195900000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2758,-78.4625000,-7.4736000
Tithoniae Fossae,Tithoniae Fossae,1982/01/01,Classical albedo name.,838.000000000000000,276.961099999999988,-4.319800000000000,"Fossa, fossae",FO,Adopted by IAU,270.430099999999982,283.633500000000026,-7.525800000000000,-0.503400000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/6031,-83.0389000,-4.3198000
Juventae Chasma,Juventae Chasma,1973/01/01,Classical albedo feature name.,304.987000000000023,298.613000000000000,-3.366200000000000,"Chasma, chasmata",CM,Adopted by IAU,296.305900000000008,300.336400000000026,-5.614200000000000,-0.615500000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/2874,-61.3870000,-3.3662000
Vichada Valles,Vichada Valles,2006/01/01,River in Colombia.,438.314999999999998,88.134799999999998,-19.870899999999999,"Vallis, valles",VA,Adopted by IAU,84.605099999999993,91.056500000000000,-23.603600000000000,-16.258600000000001,Colombia,South and Central America,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/6378,88.1348000,-19.8709000
Juventae Dorsa,Juventae Dorsa,1985/01/01,"From albedo feature at 4S, 63W.",481.406000000000006,288.981699999999989,0.388500000000000,"Dorsum, dorsa",DO,Adopted by IAU,285.124000000000024,291.944500000000005,-4.317000000000000,3.706000000000000,Greek,Europe,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/2875,-71.0183000,0.3885000
Tithonium Chasma,Tithonium Chasma,1973/01/01,Classical albedo feature name.,802.775999999999954,275.710599999999999,-4.604600000000000,"Chasma, chasmata",CM,Adopted by IAU,269.073699999999974,282.652699999999982,-6.237000000000000,-3.678200000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/6032,-84.2894000,-4.6046000
Valles Marineris,Valles Marineris,1973/01/01,General name of the system of canyons honoring the scientific team of the Mariner 9 program.,3761.280000000000200,301.412300000000016,-14.005900000000000,"Vallis, valles",VA,Adopted by IAU,267.595799999999997,331.154299999999978,-18.329300000000000,-2.776800000000000,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/6288,-58.5877000,-14.0059000
Tyrrhena Dorsa,Tyrrhena Dorsa,1991/01/01,Albedo feature name.,779.400999999999954,115.722200000000001,-24.199400000000001,"Dorsum, dorsa",DO,Adopted by IAU,109.888099999999994,120.128200000000007,-29.658799999999999,-19.399899999999999,Latin,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/6171,115.7222000,-24.1994000
Nia Fossae,Nia Fossae,1982/01/01,Classical albedo feature name.,379.555999999999983,288.225500000000011,-14.733100000000000,"Fossa, fossae",FO,Adopted by IAU,284.847399999999993,291.370099999999979,-16.394400000000001,-12.517099999999999,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4243,-71.7745000,-14.7331000
Ophir Cavus,Ophir Cavus,2006/01/01,Classical albedo feature name.,36.716999999999999,304.959900000000005,-9.885999999999999,"Cavus, cavi",CB,Adopted by IAU,304.644400000000019,305.272600000000011,-9.979500000000000,-9.776199999999999,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4475,-55.0401000,-9.8860000
Baetis Chaos,Baetis Chaos,2006/01/01,Classical albedo feature name.,66.661500000000004,299.600799999999992,-0.167100000000000,"Chaos, chaoses",CH,Adopted by IAU,299.136000000000024,299.962100000000021,-0.731300000000000,0.382900000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/14149,-60.3992000,-0.1671000
Ophir Chasma,Ophir Chasma,1973/01/01,Classical albedo feature name.,314.711000000000013,287.648399999999981,-4.003100000000000,"Chasma, chasmata",CM,Adopted by IAU,285.015300000000025,290.282300000000021,-5.280200000000000,-2.860900000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4476,-72.3516000,-4.0031000
Ophir Labes,Ophir Labes,1985/01/01,"From albedo feature at 10S, 65W.",92.525899999999993,291.721099999999979,-11.010500000000000,"Labes, labēs",LA,Adopted by IAU,290.815499999999986,292.364300000000014,-11.771400000000000,-10.475000000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4477,-68.2789000,-11.0105000
Ophir Planum,Ophir Planum,1973/01/01,Classical albedo feature name.,642.238000000000056,302.179899999999975,-8.454800000000002,"Planum, plana",PM,Adopted by IAU,297.034400000000005,306.988499999999988,-13.803699999999999,-3.081400000000000,Greek,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/4478,-57.8201000,-8.4548000
Tagus Valles,Tagus Valles,1976/01/01,"Ancient and modern river in Spain, Portugal.",144.585000000000008,114.536299999999997,-6.675600000000000,"Vallis, valles",VA,Adopted by IAU,114.056200000000004,115.200299999999999,-7.864000000000000,-5.457500000000000,Spain,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/5821,114.5363000,-6.6756000
Sinai Planum,Sinai Planum,1973/01/01,Classical albedo feature name.,901.443999999999960,272.238299999999981,-13.720499999999999,"Planum, plana",PM,Adopted by IAU,264.171199999999999,279.903999999999996,-19.763700000000000,-7.337900000000000,Egypt,Africa,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/5548,-87.7617000,-13.7205000
Solis Dorsa,Solis Dorsa,1976/01/01,Classical albedo feature name.,779.496999999999957,280.255200000000002,-22.876400000000000,"Dorsum, dorsa",DO,Adopted by IAU,273.009999999999991,286.788700000000006,-29.315200000000001,-16.388200000000001,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/5623,-79.7448000,-22.8764000
Solis Planum,Solis Planum,1973/01/01,Classical albedo feature name.,1811.230000000000018,270.333100000000002,-26.399400000000000,"Planum, plana",PM,Adopted by IAU,254.415099999999995,286.897600000000011,-34.973599999999998,-16.624199999999998,Latin,Europe,Coprates,mc18,http://planetarynames.wr.usgs.gov/Feature/5625,-89.6669000,-26.3994000
Margaritifer Terra,Margaritifer Terra,1979/01/01,Classical albedo feature name.,2733.219999999999800,335.077699999999993,-1.849700000000000,"Terra, terrae",TA,Adopted by IAU,320.470700000000022,350.558100000000024,-23.602000000000000,19.707999999999998,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/3701,-24.9223000,-1.8497000
Arsinoes Chaos,Arsinoes Chaos,1982/01/01,Daughter of Ptolomy Lagun and Bernice.,200.084000000000003,332.084000000000003,-7.657400000000000,"Chaos, chaoses",CH,Adopted by IAU,330.948399999999992,333.918000000000006,-9.288100000000000,-6.372400000000000,Greek,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/396,-27.9160000,-7.6574000
Iamuna Chaos,Iamuna Chaos,2006/01/01,Classical albedo feature name.,21.718499999999999,319.389599999999973,-0.282500000000000,"Chaos, chaoses",CH,Adopted by IAU,319.239599999999996,319.555499999999995,-0.465600000000000,-0.099300000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2625,-40.6104000,-0.2825000
Aeolis Mensae,Aeolis Mensae,1976/01/01,Classical albedo feature name.,785.089000000000055,140.630699999999990,-3.253200000000000,"Mensa, mensae",MN,Adopted by IAU,135.326899999999995,146.949999999999989,-6.558100000000000,2.073400000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/66,140.6307000,-3.2532000
Cerberus Dorsa,Cerberus Dorsa,1982/01/01,Classical albedo feature name.,623.051000000000045,105.290800000000004,-13.739599999999999,"Dorsum, dorsa",DO,Adopted by IAU,101.510599999999997,108.781999999999996,-18.275600000000001,-9.181699999999999,Greek,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/1108,105.2908000,-13.7396000
Aurorae Chaos,Aurorae Chaos,1991/01/01,Classical albedo name.,713.916000000000054,325.185099999999977,-8.469300000000000,"Chaos, chaoses",CH,Adopted by IAU,319.128699999999981,331.111699999999985,-12.223699999999999,-4.669500000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/475,-34.8149000,-8.4693000
Capri Chasma,Capri Chasma,1973/01/01,Classical albedo feature name.,1471.559999999999945,317.934100000000001,-8.273700000000000,"Chasma, chasmata",CM,Adopted by IAU,307.311399999999992,325.503899999999987,-14.999599999999999,-1.866000000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/1012,-42.0659000,-8.2737000
Apollinaris Tholus,Apollinaris Tholus,1997/01/01,Albedo feature name.,32.392299999999999,175.751800000000003,-17.637699999999999,"Tholus, tholi",TH,Adopted by IAU,175.467099999999988,176.036699999999996,-17.914400000000001,-17.379799999999999,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/325,175.7518000,-17.6377000
Eos Chasma,Eos Chasma,1973/01/01,Classical albedo feature name.,1305.690000000000055,320.826300000000003,-12.147200000000000,"Chasma, chasmata",CM,Adopted by IAU,307.438899999999990,330.947600000000023,-15.908899999999999,-6.188600000000000,Greek,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/1810,-39.1737000,-12.1472000
Eos Mensa,Eos Mensa,2003/01/01,Classical albedo feature name.,346.670000000000016,317.839099999999974,-11.009000000000000,"Mensa, mensae",MN,Adopted by IAU,315.636099999999999,320.540399999999977,-13.738500000000000,-8.266900000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/1811,-42.1609000,-11.0090000
Apollinaris Sulci,Apollinaris Sulci,1985/01/01,"Albedo feature at 5S, 187W.",188.635999999999996,177.466299999999990,-11.064200000000000,"Sulcus, sulci",SU,Adopted by IAU,176.205299999999994,178.797200000000004,-12.654800000000000,-9.473300000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/324,177.4663000,-11.0642000
Gorgonum Chaos,Gorgonum Chaos,1985/01/01,"From albedo feature at 24S, 154W.",150.707999999999998,189.097700000000003,-37.262099999999997,"Chaos, chaoses",CH,Adopted by IAU,187.844099999999997,190.454900000000009,-38.528900000000000,-35.993600000000001,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/2224,-170.9023000,-37.2621000
Icaria Planum,Icaria Planum,1979/01/01,Classical albedo feature name.,566.587999999999965,253.964400000000012,-43.270299999999999,"Planum, plana",PM,Adopted by IAU,248.389399999999995,260.163900000000012,-48.038100000000000,-37.457400000000000,Greek,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/2641,-106.0356000,-43.2703000
Iani Chaos,Iani Chaos,1976/01/01,Classical albedo feature name.,450.507999999999981,342.958000000000027,-2.192100000000000,"Chaos, chaoses",CH,Adopted by IAU,338.725099999999998,346.272100000000023,-5.276100000000000,0.319100000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2629,-17.0420000,-2.1921000
Margaritifer Chaos,Margaritifer Chaos,1976/01/01,Classical albedo feature name.,383.670000000000016,338.295399999999972,-9.301500000000001,"Chaos, chaoses",CH,Adopted by IAU,334.855399999999975,341.384200000000021,-10.506900000000000,-5.932600000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/3699,-21.7046000,-9.3015000
Avernus Dorsa,Avernus Dorsa,1985/01/01,"From albedo feature at 4S, 190W.",296.593000000000018,170.900399999999991,-6.032000000000000,"Dorsum, dorsa",DO,Adopted by IAU,169.902800000000013,171.964200000000005,-8.533600000000000,-3.530300000000000,Latin,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/505,170.9004000,-6.0320000
Pyrrhae Chaos,Pyrrhae Chaos,1982/01/01,Albedo feature name.,162.353000000000009,331.600599999999986,-10.460900000000001,"Chaos, chaoses",CH,Adopted by IAU,330.204700000000003,332.994700000000023,-11.602600000000001,-9.411600000000000,Latin,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4884,-28.3994000,-10.4609000
Columbia Valles,Columbia Valles,2006/01/01,"River in Washington, USA.",84.820300000000003,317.098500000000001,-9.439100000000000,"Vallis, valles",VA,Adopted by IAU,316.397299999999973,317.711999999999989,-9.977399999999999,-8.807200000000000,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14151,-42.9015000,-9.4391000
Erythraeum Chaos,Erythraeum Chaos,2007/12/06,Classical albedo feature name.,147.626000000000005,347.622400000000027,-21.844700000000000,"Chaos, chaoses",CH,Adopted by IAU,346.298000000000002,348.963599999999985,-22.440300000000001,-20.995500000000000,Greek,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/14325,-12.3776000,-21.8447000
Brazos Valles,Brazos Valles,1982/01/01,"River in Texas, USA.",387.505999999999972,18.703199999999999,-6.079100000000000,"Vallis, valles",VA,Adopted by IAU,15.355700000000001,21.492799999999999,-7.399600000000000,-2.687900000000000,United States,North America,Sinus Sabaeus,mc20,http://planetarynames.wr.usgs.gov/Feature/867,18.7032000,-6.0791000
Australe Montes,Australe Montes,2003/01/01,Classical albedo feature name.,411.672000000000025,14.051800000000000,-80.186599999999999,"Mons, montes",MO,Adopted by IAU,7.544600000000000,30.495500000000000,-83.171700000000001,-76.386600000000001,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/486,14.0518000,-80.1866000
Apollinaris Patera,Apollinaris Patera,1973/01/01,Classical albedo feature name.,89.601299999999995,174.182500000000005,-8.574299999999999,"Patera, paterae",PE,Adopted by IAU,173.428500000000014,174.907299999999992,-9.224299999999999,-7.923400000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/323,174.1825000,-8.5743000
Liris Valles,Liris Valles,1985/01/01,"Ancient name for modern Liri River, Italy.",596.239000000000033,58.246600000000001,-10.495200000000001,"Vallis, valles",VA,Adopted by IAU,52.683700000000002,61.379500000000000,-14.949400000000001,-8.296400000000000,Italy,Europe,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/3420,58.2466000,-10.4952000
Tisia Valles,Tisia Valles,1985/01/01,"Ancient name for modern Tisza River, Ukraine.",384.048999999999978,46.715499999999999,-10.754700000000000,"Vallis, valles",VA,Adopted by IAU,43.648600000000002,50.150300000000001,-13.842700000000001,-9.568899999999999,Ukraine,Europe,Iapygia,mc21,http://planetarynames.wr.usgs.gov/Feature/6028,46.7155000,-10.7547000
Peraea Cavus,Peraea Cavus,1991/01/01,Albedo feature name.,56.236899999999999,95.427700000000002,-29.606700000000000,"Cavus, cavi",CB,Adopted by IAU,94.913499999999999,95.994200000000006,-29.988399999999999,-29.352100000000000,Greek,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/4650,95.4277000,-29.6067000
Icaria Fossae,Icaria Fossae,1985/01/01,"From albedo feature at 44S, 130W.",2115.449999999999818,234.838300000000004,-48.088799999999999,"Fossa, fossae",FO,Adopted by IAU,209.604999999999990,254.591499999999996,-62.850999999999999,-33.599600000000002,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/2640,-125.1617000,-48.0888000
Avernus Cavi,Avernus Cavi,1985/01/01,"Named for albedo feature at 10S, 195W.",115.000000000000000,172.519100000000009,-3.717300000000000,"Cavus, cavi",CB,Adopted by IAU,171.912499999999994,172.922200000000004,-4.748900000000000,-2.841900000000000,Latin,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/503,172.5191000,-3.7173000
Bosporos Planum,Bosporos Planum,1979/01/01,Classical albedo feature name.,729.581000000000017,295.506300000000010,-33.872199999999999,"Planum, plana",PM,Adopted by IAU,287.227399999999989,301.976800000000026,-38.140000000000001,-29.064900000000002,Greek,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/834,-64.4937000,-33.8722000
Zephyria Tholus,Zephyria Tholus,1997/01/01,Albedo feature name.,35.948599999999999,172.921999999999997,-19.745799999999999,"Tholus, tholi",TH,Adopted by IAU,172.610399999999998,173.199500000000000,-20.047300000000000,-19.444299999999998,Latin,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/6721,172.9220000,-19.7458000
Aeolis Planum,Aeolis Planum,2006/01/01,Classical albedo feature name.,852.807000000000016,144.764800000000008,-1.136600000000000,"Planum, plana",PM,Adopted by IAU,139.081400000000002,149.979099999999988,-6.681000000000000,4.404600000000001,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/14165,144.7648000,-1.1366000
Oceanidum Mons,Oceanidum Mons,1985/01/01,Name change from Charitum Tholus.,33.395000000000003,318.774099999999976,-54.926000000000002,"Mons, montes",MO,Adopted by IAU,318.350099999999998,319.222800000000007,-55.177500000000002,-54.673999999999999,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4394,-41.2259000,-54.9260000
Apollinaris Mons,Apollinaris Mons,2007/09/19,Classical albedo feature name.,275.394999999999982,174.793000000000006,-9.171200000000001,"Mons, montes",MO,Adopted by IAU,172.656700000000001,176.396299999999997,-11.465299999999999,-6.875800000000000,Greek,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/14307,174.7930000,-9.1712000
Atlantis Chaos,Atlantis Chaos,1985/01/01,"From albedo feature at 30N, 173W.",181.367999999999995,182.691000000000003,-34.275700000000001,"Chaos, chaoses",CH,Adopted by IAU,180.936200000000014,184.122600000000006,-35.777900000000002,-32.755899999999997,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/457,-177.3090000,-34.2757000
Oltis Valles,Oltis Valles,1976/01/01,"Ancient name for modern Lot river, France.",169.298000000000002,338.352899999999977,-23.501700000000000,"Vallis, valles",VA,Adopted by IAU,337.547599999999989,339.005600000000015,-24.929200000000002,-22.074100000000001,France,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/4446,-21.6471000,-23.5017000
Chalce Montes,Chalce Montes,1991/01/01,Albedo name.,100.000000000000000,322.347500000000025,-53.723399999999998,"Mons, montes",MO,Adopted by IAU,321.415099999999995,323.508100000000013,-54.115299999999998,-52.999899999999997,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/1124,-37.6525000,-53.7234000
Aonia Planum,Aonia Planum,2003/01/01,Classical albedo feature name.,563.451999999999998,281.325499999999977,-57.897500000000001,"Planum, plana",PM,Adopted by IAU,271.761700000000019,288.893399999999986,-62.153900000000000,-53.109099999999998,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/310,-78.6745000,-57.8975000
Peneus Patera,Peneus Patera,1985/01/01,"From albedo feature at 48S, 290W.",128.503999999999991,52.645299999999999,-57.816600000000001,"Patera, paterae",PE,Adopted by IAU,50.406100000000002,54.533099999999997,-58.895899999999997,-56.736800000000002,Greek,Europe,Noachis,mc27,http://planetarynames.wr.usgs.gov/Feature/4646,52.6453000,-57.8166000
Claritas Fossae,Claritas Fossae,1973/01/01,Classical albedo feature name.,2030.640000000000100,255.762300000000010,-27.887300000000000,"Fossa, fossae",FO,Adopted by IAU,248.102800000000002,273.306899999999985,-43.478299999999997,-11.996100000000000,Latin,Europe,Phoenicis Lacus,mc17,http://planetarynames.wr.usgs.gov/Feature/1230,-104.2377000,-27.8873000
Coracis Fossae,Coracis Fossae,1985/01/01,"From albedo feature at 46S, 87W.",748.957999999999970,279.137000000000000,-35.815899999999999,"Fossa, fossae",FO,Adopted by IAU,272.817499999999995,285.343599999999981,-41.557400000000001,-30.008299999999998,Greek,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/1305,-80.8630000,-35.8159000
