name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Gari,Gari,1979/01/01,Town in Russia.,9.425580000000000,288.773500000000013,-35.877000000000002,"Crater, craters",AA,Adopted by IAU,288.679199999999980,288.875499999999988,-35.953899999999997,-35.794800000000002,Russia,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/2107,-71.2265000,-35.8770000
Garm,Garm,1976/01/01,Town in Tadzhikistan.,4.801760000000000,350.938699999999983,48.253100000000003,"Crater, craters",AA,Adopted by IAU,350.877900000000011,350.999599999999987,48.212600000000002,48.293599999999998,Tajik,Asia,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/2109,-9.0613000,48.2531000
Gastre,Gastre,1976/01/01,Town in Argentina.,7.097580000000000,112.525999999999996,24.606999999999999,"Crater, craters",AA,Adopted by IAU,112.460099999999997,112.591800000000006,24.547200000000000,24.666899999999998,Argentina,South and Central America,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/2113,112.5260000,24.6070000
Gilbert,Gilbert,1973/01/01,"Grove K.; American geologist (1843-1918).",121.340000000000003,86.082300000000004,-67.998999999999995,"Crater, craters",AA,Adopted by IAU,83.352800000000002,88.819500000000005,-69.023700000000005,-66.976500000000001,American,North America,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/2160,86.0823000,-67.9990000
Gill,Gill,1973/01/01,"David; British astronomer (1843-1914).",83.170400000000001,5.547100000000000,15.763100000000000,"Crater, craters",AA,Adopted by IAU,4.818200000000000,6.276200000000000,15.061800000000000,16.464900000000000,Great Britain,Europe,Arabia,mc12,http://planetarynames.wr.usgs.gov/Feature/2164,5.5471000,15.7631000
Glazov,Glazov,1976/01/01,Town in Russia.,22.015899999999998,333.410000000000025,-20.620300000000000,"Crater, craters",AA,Adopted by IAU,333.212800000000016,333.609600000000000,-20.804800000000000,-20.433299999999999,Russia,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2187,-26.5900000,-20.6203000
Gledhill,Gledhill,1973/01/01,"Joseph; British astronomer (1836-1906).",78.469700000000003,87.101699999999994,-53.174399999999999,"Crater, craters",AA,Adopted by IAU,85.999399999999994,88.208900000000000,-53.837200000000003,-52.513399999999997,Great Britain,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/2188,87.1017000,-53.1744000
Glendore,Glendore,1988/01/01,Town in Ireland.,8.228990000000000,308.333599999999990,18.337000000000000,"Crater, craters",AA,Adopted by IAU,308.261700000000019,308.407899999999984,18.267199999999999,18.405999999999999,Ireland,Europe,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/2189,-51.6664000,18.3370000
Glide,Glide,1976/01/01,"Town in Oregon, USA.",9.849610000000000,316.821300000000008,-8.130800000000002,"Crater, craters",AA,Adopted by IAU,316.735799999999983,316.903599999999983,-8.211600000000002,-8.045500000000002,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2190,-43.1787000,-8.1308000
Globe,Globe,1976/01/01,"Town in Arizona, USA.",50.740600000000001,332.648000000000025,-23.684799999999999,"Crater, craters",AA,Adopted by IAU,332.186800000000005,333.121500000000026,-24.113199999999999,-23.257200000000001,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2191,-27.3520000,-23.6848000
Goba,Goba,1976/01/01,Town in Ethiopia.,10.897300000000000,338.988600000000019,-23.222600000000000,"Crater, craters",AA,Adopted by IAU,338.888599999999997,339.088700000000017,-23.314499999999999,-23.130700000000001,Ethiopia,Africa,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2197,-21.0114000,-23.2226000
Goff,Goff,1976/01/01,Town in Somalia.,7.954270000000000,104.857900000000001,23.260200000000001,"Crater, craters",AA,Adopted by IAU,104.784700000000001,104.930700000000002,23.193999999999999,23.328199999999999,Somalia,Africa,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/2205,104.8579000,23.2602000
Gol,Gol,1976/01/01,Town in Norway.,9.532340000000000,349.359600000000000,47.152700000000003,"Crater, craters",AA,Adopted by IAU,349.240900000000011,349.477399999999989,47.077599999999997,47.238500000000002,Norway,Europe,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/2207,-10.6404000,47.1527000
Gold,Gold,1976/01/01,"Town in Pennsylvania, USA.",8.906020000000000,328.757400000000018,20.026900000000001,"Crater, craters",AA,Adopted by IAU,328.678600000000017,328.838500000000010,19.953299999999999,20.103600000000000,United States,North America,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/2208,-31.2426000,20.0269000
Golden,Golden,1976/01/01,"Town in Illinois, USA.",19.591500000000000,326.513300000000015,-22.006699999999999,"Crater, craters",AA,Adopted by IAU,326.335199999999986,326.691700000000026,-22.170900000000000,-21.840399999999999,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2209,-33.4867000,-22.0067000
Gori,Gori,1979/01/01,town in the Republic of Georgia.,6.432900000000000,331.170999999999992,-22.945499999999999,"Crater, craters",AA,Adopted by IAU,331.111600000000010,331.229399999999998,-23.001400000000000,-22.892900000000001,Georgia,Asia,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2225,-28.8290000,-22.9455000
Graff,Graff,1973/01/01,"Kasimir; German astronomer (1878-1950).",154.491999999999990,153.808099999999996,-21.180599999999998,"Crater, craters",AA,Adopted by IAU,152.415699999999987,155.210599999999999,-22.484999999999999,-19.878599999999999,Germany,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/2234,153.8081000,-21.1806000
Green,Green,1973/01/01,"Nathan E.; British astronomer (1823-1899).",182.070999999999998,351.456000000000017,-52.300699999999999,"Crater, craters",AA,Adopted by IAU,348.953599999999994,353.977800000000002,-53.837499999999999,-50.765700000000002,Great Britain,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2244,-8.5440000,-52.3007000
Grójec,Grojec,1976/01/01,Town in Poland.,37.314999999999998,329.156400000000019,-21.470099999999999,"Crater, craters",AA,Adopted by IAU,328.824099999999987,329.500600000000020,-21.785200000000000,-21.155700000000000,Poland,Europe,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2264,-30.8436000,-21.4701000
Guaymas,Guaymas,1976/01/01,Town in Mexico.,20.115700000000000,314.966600000000028,25.664000000000001,"Crater, craters",AA,Adopted by IAU,314.784199999999998,315.160700000000020,25.494800000000001,25.834199999999999,Mexico,North America,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/2266,-45.0334000,25.6640000
Guir,Guir,1976/01/01,Town in Mali.,18.201499999999999,339.496800000000007,-21.536600000000000,"Crater, craters",AA,Adopted by IAU,339.337899999999991,339.668000000000006,-21.690500000000000,-21.383400000000002,Mali,Africa,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2274,-20.5032000,-21.5366000
Gulch,Gulch,1976/01/01,Town in Ethiopia.,8.324249999999999,109.021000000000001,15.845200000000000,"Crater, craters",AA,Adopted by IAU,108.949900000000000,109.095900000000000,15.775300000000000,15.915699999999999,Ethiopia,Africa,Amenthes,mc14,http://planetarynames.wr.usgs.gov/Feature/2278,109.0210000,15.8452000
Gunnison,Gunnison,2003/01/01,"Town in Colorado, USA.",39.573500000000003,102.917500000000004,-43.669400000000003,"Crater, craters",AA,Adopted by IAU,102.458299999999994,103.381500000000003,-44.003999999999998,-43.336300000000001,United States,North America,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/2284,102.9175000,-43.6694000
Gusev,Gusev,1976/01/01,"Matvei M.; Russian astronomer (1826-1866).",158.125000000000000,175.524400000000014,-14.530799999999999,"Crater, craters",AA,Adopted by IAU,174.149599999999992,176.905200000000008,-15.864900000000000,-13.197200000000000,Russia,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/2289,175.5244000,-14.5308000
Gwash,Gwash,1976/01/01,Town in Pakistan.,4.747900000000000,356.838999999999999,38.960599999999999,"Crater, craters",AA,Adopted by IAU,356.787500000000023,356.890499999999975,38.920600000000000,39.000700000000002,Pakistan,Asia,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/2294,-3.1610000,38.9606000
Hadley,Hadley,1973/01/01,"George; British meteorologist (1685-1768).",115.457999999999998,156.973000000000013,-19.262499999999999,"Crater, craters",AA,Adopted by IAU,155.944099999999992,158.007499999999993,-20.236799999999999,-18.288900000000002,Great Britain,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/2309,156.9730000,-19.2625000
Haldane,Haldane,1973/01/01,"John B.; British physiologist-geneticist (1892-1964).",76.745400000000004,129.257599999999996,-52.745100000000001,"Crater, craters",AA,Adopted by IAU,128.191399999999987,130.330999999999989,-53.393300000000004,-52.098599999999998,Great Britain,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/2320,129.2576000,-52.7451000
Hale,Hale,1973/01/01,"George E.; American astronomer (1868-1938).",137.311000000000007,323.638399999999990,-35.687899999999999,"Crater, craters",AA,Adopted by IAU,322.212300000000027,325.064500000000010,-36.846200000000003,-34.529600000000002,American,North America,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2322,-36.3616000,-35.6879000
Halley,Halley,1973/01/01,"Edmund; British astronomer (1656-1742).",83.718199999999996,300.733000000000004,-48.341500000000003,"Crater, craters",AA,Adopted by IAU,299.678200000000004,301.803099999999972,-49.048499999999997,-47.636099999999999,Great Britain,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2331,-59.2670000,-48.3415000
Ham,Ham,1976/01/01,Town in France.,1.591590000000000,327.503399999999999,-44.673400000000001,"Crater, craters",AA,Adopted by IAU,327.485700000000008,327.523399999999981,-44.686100000000003,-44.659199999999998,France,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2336,-32.4966000,-44.6734000
Hamelin,Hamelin,1976/01/01,Old German town referred to in the Pied Piper fairy tale.,9.740390000000000,327.247999999999990,20.252300000000002,"Crater, craters",AA,Adopted by IAU,327.160300000000007,327.335500000000025,20.171700000000001,20.335999999999999,Germany,Europe,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/2338,-32.7520000,20.2523000
Handlová,Handlova,1991/01/01,Town in Slovakia.,4.389850000000000,271.414199999999994,37.685099999999998,"Crater, craters",AA,Adopted by IAU,271.367399999999975,271.461000000000013,37.648099999999999,37.722099999999998,Slovakia,Europe,Arcadia,mc03,http://planetarynames.wr.usgs.gov/Feature/2345,-88.5858000,37.6851000
Harad̦,Harad,1976/01/01,Town in Saudi Arabia.,8.062320000000000,331.993499999999983,-27.455400000000001,"Crater, craters",AA,Adopted by IAU,331.918999999999983,332.072299999999984,-27.519700000000000,-27.383600000000001,Saudi Arabia,Asia,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2360,-28.0065000,-27.4554000
Hartwig,Hartwig,1973/01/01,"Ernst; German astronomer (1851-1923).",99.332400000000007,344.137000000000000,-38.658799999999999,"Crater, craters",AA,Adopted by IAU,343.071399999999983,345.217499999999973,-39.497399999999999,-37.821500000000000,Germany,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2377,-15.8630000,-38.6588000
Heaviside,Heaviside,1973/01/01,"Oliver; British physicist (1850-1925).",83.284000000000006,264.783999999999992,-70.504199999999997,"Crater, craters",AA,Adopted by IAU,262.691800000000001,266.903000000000020,-71.207899999999995,-69.802899999999994,Great Britain,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/2401,-95.2160000,-70.5042000
Hope,Hope,1976/01/01,"Town in British Columbia, Canada.",7.264900000000000,349.703800000000001,44.835400000000000,"Crater, craters",AA,Adopted by IAU,349.625699999999995,349.798499999999990,44.774900000000002,44.897500000000001,Canada,North America,Mare Acidalium,mc04,http://planetarynames.wr.usgs.gov/Feature/2550,-10.2962000,44.8354000
Heinlein,Heinlein,1994/01/01,"Robert A.; American author (1907-1988).",85.342500000000001,116.309600000000003,-64.481499999999997,"Crater, craters",AA,Adopted by IAU,114.638400000000004,117.980800000000002,-65.201400000000007,-63.761600000000001,American,North America,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/2415,116.3096000,-64.4815000
Helmholtz,Helmholtz,1973/01/01,"Hermann von; German physicist (1821-1894).",111.257000000000005,338.726999999999975,-45.397399999999998,"Crater, craters",AA,Adopted by IAU,337.398500000000013,340.071799999999996,-46.336700000000000,-44.459699999999998,Germany,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2439,-21.2730000,-45.3974000
Henry,Henry,1973/01/01,"Paul; French astronomer (1848-1905). Prosper; French astronomer (1849-1903).",167.568999999999988,23.446500000000000,10.789899999999999,"Crater, craters",AA,Adopted by IAU,22.007899999999999,24.885899999999999,9.376600000000000,12.203600000000000,France,Europe,Arabia,mc12,http://planetarynames.wr.usgs.gov/Feature/2452,23.4465000,10.7899000
Herculaneum,Herculaneum,1988/01/01,Town in Italy.,34.712400000000002,301.345799999999997,19.306799999999999,"Crater, craters",AA,Adopted by IAU,301.040999999999997,301.661499999999990,19.014399999999998,19.600000000000001,Italy,Europe,Lunae Palus,mc10,http://planetarynames.wr.usgs.gov/Feature/2466,-58.6542000,19.3068000
Herschel,Herschel,1973/01/01,"John F.; British astronomer (1792-1871); William H.; British astronomer (1738-1822).",297.918000000000006,129.893000000000001,-14.480000000000000,"Crater, craters",AA,Adopted by IAU,127.299599999999998,132.491000000000014,-16.993500000000001,-11.967000000000001,Great Britain,Europe,Mare Tyrrhenum,mc22,http://planetarynames.wr.usgs.gov/Feature/2479,129.8930000,-14.4800000
Hipparchus,Hipparchus,1973/01/01,Greek astronomer (c. 160-125 B.C.).,94.812700000000007,208.795099999999991,-44.452300000000001,"Crater, craters",AA,Adopted by IAU,207.679599999999994,209.920600000000007,-45.252899999999997,-43.653300000000002,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/2517,-151.2049000,-44.4523000
Holden,Holden,1973/01/01,"Edward S.; American astronomer (1846-1914).",152.664999999999992,325.980999999999995,-26.039999999999999,"Crater, craters",AA,Adopted by IAU,324.553800000000024,327.420399999999972,-27.328199999999999,-24.752600000000001,American,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2540,-34.0190000,-26.0400000
Holmes,Holmes,1973/01/01,"Arthur; British geologist (1890-1965).",114.060000000000002,66.549700000000001,-74.855199999999996,"Crater, craters",AA,Adopted by IAU,62.868699999999997,70.239300000000000,-75.818600000000004,-73.894300000000001,Great Britain,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/2544,66.5497000,-74.8552000
Honda,Honda,1976/01/01,Town in Colombia.,9.260890000000000,343.604899999999986,-22.397600000000001,"Crater, craters",AA,Adopted by IAU,343.521299999999997,343.690299999999979,-22.473400000000002,-22.317100000000000,Colombia,South and Central America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2547,-16.3951000,-22.3976000
Hooke,Hooke,1973/01/01,"Robert; British physicist-astronomer (1635-1703).",137.653999999999996,315.603999999999985,-44.920699999999997,"Crater, craters",AA,Adopted by IAU,313.971499999999992,317.251500000000021,-46.082599999999999,-43.760300000000001,Great Britain,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/2549,-44.3960000,-44.9207000
Houston,Houston,1979/01/01,American mission control site.,1.982700000000000,135.947100000000006,48.225600000000000,"Crater, craters",AA,Adopted by IAU,135.922400000000010,135.972600000000000,48.209099999999999,48.242600000000003,American,North America,Cebrenia,mc07,http://planetarynames.wr.usgs.gov/Feature/2561,135.9471000,48.2256000
Huancayo,Huancayo,1976/01/01,Town in Peru.,24.344000000000001,320.234100000000012,-3.637300000000000,"Crater, craters",AA,Adopted by IAU,320.026900000000012,320.438400000000001,-3.843700000000000,-3.433000000000000,Peru,South and Central America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/2570,-39.7659000,-3.6373000
Huggins,Huggins,1973/01/01,"William; British astronomer (1824-1910).",82.639799999999994,155.843999999999994,-49.036099999999998,"Crater, craters",AA,Adopted by IAU,154.784600000000012,156.911399999999986,-49.734000000000002,-48.339799999999997,Great Britain,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/2575,155.8440000,-49.0361000
